Report Year,"State, USA",Population,Violent Crimes,Homicides,Rapes,Assaults,Robberies,Months Reported,Crimes Per Person,Homocides Per Persion,Rapes Per Person,Assaults Per Person,Robberies Per Person,Column1,Column2
2006,"Virginia Beach, VA",442784,1255,19,116,444,676,12,283,4,26,100,153,,
2006,"Washington, DC",581530,8408,169,182,4453,3604,12,1446,29,31,766,620,,
2006,"Wichita, KS",357372,3325,26,245,2534,520,12,930,7,69,709,146,,
2007,"Albuquerque, NM",513124,5080,47,307,3287,1439,12,990,9,60,641,280,,
2007,"Arlington, TX",372073,2588,13,156,1677,742,12,696,3,42,451,199,,
2007,"Atlanta, GA",497290,8075,129,148,4221,3577,12,1624,26,30,849,719,,
2007,"Aurora, CO",307621,1685,14,191,896,584,12,548,5,62,291,190,,
2007,"Austin, TX",716817,3871,30,328,2056,1457,12,540,4,46,287,203,,
2007,"Baltimore County, MD",785567,5331,36,151,3358,1786,12,679,5,19,427,227,,
2007,"Baltimore, MD",624237,10182,282,146,5859,3895,12,1631,45,23,939,624,,
2007,"Boston, MA",591855,6837,65,263,4267,2242,12,1155,11,44,721,379,,
2007,"Buffalo, NY",273832,3490,54,164,1739,1533,12,1274,20,60,635,560,,
2007,"Charlotte, NC",733291,7233,76,282,3684,3191,12,986,10,38,502,435,,
2007,"Chicago, IL",2824434,34936,443,1644,17424,15425,12,1237,16,58,617,546,,
2007,"Cincinnati, OH",332388,3595,62,318,1253,1962,12,1082,19,96,377,590,,
2007,"Cleveland, OH",439888,6460,90,385,1960,4025,12,1469,20,88,446,915,,
2007,"Columbus, OH",735981,6302,79,683,1685,3855,12,856,11,93,229,524,,
2007,"Dallas, TX",1239104,13248,200,511,5315,7222,12,1069,16,41,429,583,,
2007,"Denver, CO",573387,3528,47,294,2148,1039,12,615,8,51,375,181,,
2007,"Detroit, MI",860971,19690,392,335,12396,6567,12,2287,46,39,1440,763,,
2007,"El Paso, TX",616029,2574,17,258,1827,472,12,418,3,42,297,77,,
2007,"Fairfax County, VA",976392,873,15,59,309,490,12,89,2,6,32,50,,
2007,"Fort Worth, TX",670693,4477,58,336,2460,1623,12,668,9,50,367,242,,
2007,"Fresno, CA",472170,3043,52,99,1788,1104,12,644,11,21,379,234,,
2007,"Honolulu, HI",905903,2613,19,226,1425,943,12,288,2,25,157,104,,
2007,"Houston, TX",2169544,24564,351,694,12040,11479,12,1132,16,32,555,529,,
2007,"Indianapolis, IN",797268,9841,114,505,5176,4046,12,1234,14,63,649,507,,
2007,"Jacksonville, FL",797350,8146,123,249,4660,3114,12,1022,15,31,584,391,,
2007,"Kansas City, MO",447725,8380,90,467,5465,2358,12,1872,20,104,1221,527,,
2007,"Las Vegas, NV",1341156,13641,119,723,7548,5251,12,1017,9,54,563,392,,
2007,"Long Beach, CA",473959,3426,42,138,1740,1506,12,723,9,29,367,318,,
2007,"Los Angeles County, CA",992436,7784,127,218,5254,2185,12,784,13,22,529,220,,
2007,"Los Angeles, CA",3870487,27806,395,1004,12926,13481,12,718,10,26,334,348,,
2007,"Louisville, KY",624030,4238,71,194,2063,1910,12,679,11,31,331,306,,
2007,"Memphis, TN",669264,13065,131,450,7613,4871,12,1952,20,67,1138,728,,
2007,"Mesa, AZ",454576,2224,22,175,1407,620,12,489,5,38,310,136,,
2007,"Miami-Dade County, FL",1082395,8614,84,353,5498,2679,12,796,8,33,508,248,,
2007,"Miami, FL",410252,6119,78,57,3447,2537,12,1492,19,14,840,618,,
2007,"Milwaukee, WI",572938,8057,105,236,4181,3535,12,1406,18,41,730,617,,
2007,"Minneapolis, MN",371240,5580,47,452,2561,2520,12,1503,13,122,690,679,,
2007,"Montgomery County, MD",911528,2059,19,129,815,1096,12,226,2,14,89,120,,
2007,"Nashville, TN",564169,8513,73,290,5634,2516,12,1509,13,51,999,446,,
2007,"Nassau County, NY",1030495,1639,14,71,806,748,12,159,1,7,78,73,,
2007,"New Orleans, LA",220614,3451,209,115,1973,1154,12,1564,95,52,894,523,,
2007,"New York City, NY",8220196,50453,496,875,27295,21787,12,614,6,11,332,265,,
2007,"Newark, NJ",280158,2415,104,60,1147,1104,12,862,37,21,409,394,,
2007,"Oakland, CA",396541,7605,120,299,3716,3470,12,1918,30,75,937,875,,
2007,"Oklahoma City, OK",542199,4612,58,326,2831,1397,12,851,11,60,522,258,,
2007,"Omaha, NE",431810,2578,42,189,1529,818,12,597,10,44,354,189,,
2007,"Orlando, FL",224417,4269,39,162,2534,1534,12,1902,17,72,1129,684,,
2007,"Philadelphia, PA",1435533,21180,392,956,9574,10258,12,1475,27,67,667,715,,
2007,"Phoenix, AZ",1541698,11158,212,509,5495,4942,12,724,14,33,356,321,,
2007,"Pittsburgh, PA",312179,3455,52,129,1678,1596,12,1107,17,41,538,511,,
2007,"Portland, OR",538133,3701,22,280,2110,1289,12,688,4,52,392,240,,
2007,"Prince George's County, MD",647701,6134,123,226,2693,3092,12,947,19,35,416,477,,
2007,"Raleigh, NC",367120,2098,23,99,1141,835,12,571,6,27,311,227,,
2007,"Sacramento, CA",460546,5128,44,194,2881,2009,12,1113,10,42,626,436,,
2007,"Salt Lake City, UT",178449,1504,17,115,868,504,12,843,10,64,486,282,,
2007,"San Antonio, TX",1316882,7327,122,635,4125,2445,12,556,9,48,313,186,,
2007,"San Diego, CA",1261196,6332,59,296,3882,2095,12,502,5,23,308,166,,
2007,"San Francisco, CA",733799,6414,100,125,2418,3771,12,874,14,17,330,514,,
2007,"San Jose, CA",934553,3759,33,217,2441,1068,12,402,4,23,261,114,,
2007,"Seattle, WA",585118,3667,24,90,2031,1522,12,627,4,15,347,260,,
2007,"St. Louis, MO",348197,7654,138,255,4500,2761,12,2198,40,73,1292,793,,
2007,"Suffolk County, NY",1308750,2205,28,89,1214,874,12,168,2,7,93,67,,
2007,"Tampa, FL",337220,3575,28,80,2262,1205,12,1060,8,24,671,357,,
2007,"Tucson, AZ",523299,4103,49,277,2345,1432,12,784,9,53,448,274,,
2007,"Tulsa, OK",381469,4552,55,299,3175,1023,12,1193,14,78,832,268,,
2007,"Virginia Beach, VA",435943,1084,16,85,431,552,12,249,4,20,99,127,,
2007,"Washington, DC",588292,7924,181,192,3566,3985,12,1347,31,33,606,677,,
2007,"Wichita, KS",358294,3391,40,278,2516,557,12,946,11,78,702,155,,
2008,"Albuquerque, NM",527464,4718,38,370,2960,1350,12,894,7,70,561,256,,
2008,"Arlington, TX",375836,2262,23,141,1404,694,12,602,6,38,374,185,,
2008,"Atlanta, GA",533016,7403,105,126,3864,3308,12,1389,20,24,725,621,,
2008,"Aurora, CO",316323,1621,18,187,861,555,12,512,6,59,272,175,,
2008,"Austin, TX",753535,3935,23,273,2306,1333,12,522,3,36,306,177,,
2008,"Baltimore County, MD",787558,4901,30,148,2998,1725,12,622,4,19,381,219,,
2008,"Baltimore, MD",634549,10080,234,137,5683,4026,12,1589,37,22,896,634,,
2008,"Boston, MA",604465,6676,62,237,3979,2398,12,1104,10,39,658,397,,
2008,"Buffalo, NY",270289,3716,37,174,1966,1539,12,1375,14,64,727,569,,
2008,"Charlotte, NC",758769,7070,83,272,3731,2984,12,932,11,36,492,393,,
2008,"Chicago, IL",2829304,35789,510,1594,17032,16653,12,1265,18,56,602,589,,
2008,"Cincinnati, OH",332608,4214,75,276,1444,2419,12,1267,23,83,434,727,,
2008,"Cleveland, OH",433452,6154,55,428,1866,3805,12,1420,13,99,430,878,,
2008,"Columbus, OH",751887,5854,100,644,1509,3601,12,779,13,86,201,479,,
2008,"Dallas, TX",1276214,11420,170,499,4285,6466,12,895,13,39,336,507,,
2008,"Denver, CO",592881,3359,40,282,2081,956,12,567,7,48,351,161,,
2008,"Detroit, MI",905783,17982,323,334,11000,6325,12,1985,36,37,1214,698,,
2008,"El Paso, TX",612374,2825,17,181,2171,456,12,461,3,30,355,74,,
2008,"Fairfax County, VA",974142,732,18,62,309,343,12,75,2,6,32,35,,
2008,"Fort Worth, TX",701345,4627,49,373,2499,1706,12,660,7,53,356,243,,
2008,"Fresno, CA",475723,2782,40,80,1678,984,12,585,8,17,353,207,,
2008,"Honolulu, HI",906349,2575,18,203,1426,928,12,284,2,22,157,102,,
2008,"Houston, TX",2238895,24779,294,750,13132,10603,12,1107,13,34,587,474,,
2008,"Indianapolis, IN",808329,9735,114,475,5123,4023,12,1204,14,59,634,498,,
2008,"Jacksonville, FL",806080,8032,115,262,4717,2938,12,996,14,32,585,364,,
2008,"Kansas City, MO",451454,6269,115,248,3816,2090,12,1389,25,55,845,463,,
2008,"Las Vegas, NV",1353175,13324,120,729,7543,4932,12,985,9,54,557,364,,
2008,"Long Beach, CA",467055,3158,40,120,1511,1487,12,676,9,26,324,318,,
2008,"Los Angeles County, CA",1006321,7362,135,232,5028,1967,12,732,13,23,500,195,,
2008,"Los Angeles, CA",3850920,26553,384,949,11798,13422,12,690,10,25,306,349,,
2008,"Louisville, KY",629679,4306,71,220,2253,1762,12,684,11,35,358,280,,
2008,"Memphis, TN",672046,12939,138,366,7647,4788,12,1925,21,54,1138,712,,
2008,"Mesa, AZ",456821,2289,16,161,1456,656,12,501,4,35,319,144,,
2008,"Miami-Dade County, FL",1057396,8749,95,339,5763,2552,12,827,9,32,545,241,,
2008,"Miami, FL",427740,5709,63,42,3189,2415,12,1335,15,10,746,565,,
2008,"Milwaukee, WI",602131,7404,71,205,3884,3244,12,1230,12,34,645,539,,
2008,"Minneapolis, MN",376753,4779,37,367,2370,2005,12,1268,10,97,629,532,,
2008,"Montgomery County, MD",922771,2087,21,131,835,1100,12,226,2,14,90,119,,
2008,"Nashville, TN",602181,8365,76,291,5621,2377,12,1389,13,48,933,395,,
2008,"Nassau County, NY",1069316,1602,14,58,782,748,12,150,1,5,73,70,,
2008,"New Orleans, LA",281440,2869,179,65,1540,1085,12,1019,64,23,547,386,,
2008,"New York City, NY",8345075,48430,523,890,24831,22186,12,580,6,11,298,266,,
2008,"Newark, NJ",279788,2660,67,51,1155,1387,12,951,24,18,413,496,,
2008,"Oakland, CA",401587,7905,115,338,4129,3323,12,1968,29,84,1028,827,,
2008,"Oklahoma City, OK",552452,5400,57,318,3501,1524,12,977,10,58,634,276,,
2008,"Omaha, NE",437238,2648,44,180,1475,949,12,606,10,41,337,217,,
2008,"Orlando, FL",229808,3829,43,131,2335,1320,12,1666,19,57,1016,574,,
2008,"Philadelphia, PA",1441117,20771,331,1038,9784,9618,12,1441,23,72,679,667,,
2008,"Phoenix, AZ",1585838,10465,167,481,4992,4825,12,660,11,30,315,304,,
2008,"Pittsburgh, PA",309757,3358,72,136,1609,1541,12,1084,23,44,519,497,,
2008,"Portland, OR",553023,3445,26,250,2037,1132,12,623,5,45,368,205,,
2008,"Prince George's County, MD",633458,5966,102,215,2695,2954,12,942,16,34,425,466,,
2008,"Raleigh, NC",388661,2245,34,95,1091,1025,12,578,9,24,281,264,,
2008,"Sacramento, CA",467065,4660,49,168,2682,1761,12,998,10,36,574,377,,
2008,"Salt Lake City, UT",180514,1424,12,76,850,486,12,789,7,42,471,269,,
2008,"San Antonio, TX",1351244,9699,116,424,6416,2743,12,718,9,31,475,203,,
2008,"San Diego, CA",1271655,6047,55,376,3597,2019,12,476,4,30,283,159,,
2008,"San Francisco, CA",798144,6744,98,166,2372,4108,12,845,12,21,297,515,,
2008,"San Jose, CA",945197,3643,31,220,2268,1124,12,385,3,23,240,119,,
2008,"Seattle, WA",598077,3447,29,126,1680,1612,12,576,5,21,281,270,,
2008,"St. Louis, MO",356204,7383,167,237,4345,2634,12,2073,47,67,1220,739,,
2008,"Suffolk County, NY",1360739,2166,39,91,1146,890,12,159,3,7,84,65,,
2008,"Tampa, FL",336911,2975,27,83,1809,1056,12,883,8,25,537,313,,
2008,"Tucson, AZ",528917,4252,65,246,2490,1451,12,804,12,47,471,274,,
2008,"Tulsa, OK",382954,4922,50,252,3524,1096,12,1285,13,66,920,286,,
2008,"Virginia Beach, VA",434163,1040,14,73,424,529,12,240,3,17,98,122,,
2008,"Washington, DC",591833,8135,186,186,3609,4154,12,1375,31,31,610,702,,
2008,"Wichita, KS",362602,3097,30,282,2303,482,12,854,8,78,635,133,,
2009,"Albuquerque, NM",530636,4082,56,326,2597,1103,12,769,11,61,489,208,,
2009,"Arlington, TX",379104,2330,12,152,1494,672,12,615,3,40,394,177,,
2009,"Atlanta, GA",552901,6359,80,135,3419,2725,12,1150,14,24,618,493,,
2009,"Aurora, CO",324014,1520,19,214,734,553,12,469,6,66,227,171,,
2009,"Austin, TX",768970,4024,22,265,2322,1415,12,523,3,34,302,184,,
2009,"Baltimore County, MD",792855,4534,32,152,2879,1471,12,572,4,19,363,186,,
2009,"Baltimore, MD",638755,9664,238,158,5561,3707,12,1513,37,25,871,580,,
2009,"Boston, MA",624222,6192,50,269,3596,2277,12,992,8,43,576,365,,
2009,"Buffalo, NY",268655,3920,60,141,2083,1636,12,1459,22,52,775,609,,
2009,"Charlotte, NC",777708,5625,58,303,2918,2346,12,723,7,39,375,302,,
2009,"Chicago, IL",2848431,33501,458,1439,15727,15877,12,1176,16,51,552,557,,
2009,"Cincinnati, OH",333568,3983,55,241,1415,2272,12,1194,16,72,424,681,,
2009,"Cleveland, OH",429238,5994,83,380,1976,3555,12,1396,19,89,460,828,,
2009,"Columbus, OH",759391,5375,82,599,1295,3399,12,708,11,79,171,448,,
2009,"Dallas, TX",1290266,10221,166,485,4069,5501,12,792,13,38,315,426,,
2009,"Denver, CO",604680,3473,35,341,2166,931,12,574,6,56,358,154,,
2009,"Detroit, MI",908441,18094,363,334,11390,6007,12,1992,40,37,1254,661,,
2009,"El Paso, TX",618812,2830,12,182,2184,452,12,457,2,29,353,73,,
2009,"Fairfax County, VA",986646,705,13,98,268,326,12,71,1,10,27,33,,
2009,"Fort Worth, TX",723456,4245,44,379,2373,1449,12,587,6,52,328,200,,
2009,"Fresno, CA",481370,2933,42,86,1720,1085,12,609,9,18,357,225,,
2009,"Honolulu, HI",907124,2537,14,243,1411,869,12,280,2,27,156,96,,
2009,"Houston, TX",2273771,25593,287,823,13116,11367,12,1126,13,36,577,500,,
2009,"Indianapolis, IN",813471,9759,99,460,5271,3929,12,1200,12,57,648,483,,
2009,"Jacksonville, FL",810064,6772,99,218,4096,2359,12,836,12,27,506,291,,
2009,"Kansas City, MO",484684,6303,100,276,3957,1970,12,1300,21,57,816,406,,
2009,"Las Vegas, NV",1377282,13039,111,698,7735,4495,12,947,8,51,562,326,,
2009,"Long Beach, CA",463969,3161,40,131,1609,1381,12,681,9,28,347,298,,
2009,"Los Angeles County, CA",1015431,6540,102,209,4334,1895,12,644,10,21,427,187,,
2009,"Los Angeles, CA",3848776,24070,312,903,10638,12217,12,625,8,23,276,317,,
2009,"Louisville, KY",631260,3769,62,230,1907,1570,12,597,10,36,302,249,,
2009,"Memphis, TN",667421,12072,132,387,7414,4139,12,1809,20,58,1111,620,,
2009,"Mesa, AZ",470833,2000,14,123,1252,611,12,425,3,26,266,130,,
2009,"Miami-Dade County, FL",1150883,7815,86,273,5142,2314,12,679,7,24,447,201,,
2009,"Miami, FL",419205,4983,59,65,2765,2094,12,1189,14,16,660,500,,
2009,"Milwaukee, WI",604673,6661,72,203,3209,3177,12,1102,12,34,531,525,,
2009,"Minneapolis, MN",382618,4242,18,413,2148,1663,12,1109,5,108,561,435,,
2009,"Montgomery County, MD",944041,2033,13,124,904,992,12,215,1,13,96,105,,
2009,"Nashville, TN",610176,6959,79,259,4650,1971,12,1140,13,42,762,323,,
2009,"Nassau County, NY",1056423,1640,18,74,794,754,12,155,2,7,75,71,,
2009,"New Orleans, LA",336425,2614,174,98,1410,932,12,777,52,29,419,277,,
2009,"New York City, NY",8400907,46357,471,832,26457,18597,12,552,6,10,315,221,,
2009,"Newark, NJ",279203,2597,80,68,1130,1319,12,930,29,24,405,472,,
2009,"Oakland, CA",404553,6793,104,326,3465,2898,12,1679,26,81,856,716,,
2009,"Oklahoma City, OK",556939,5181,65,294,3573,1249,12,930,12,53,642,224,,
2009,"Omaha, NE",443037,2363,30,192,1249,892,12,533,7,43,282,201,,
2009,"Orlando, FL",235109,2814,28,117,1902,767,12,1197,12,50,809,326,,
2009,"Philadelphia, PA",1547605,19163,302,896,8928,9037,12,1238,20,58,577,584,,
2009,"Phoenix, AZ",1597397,8730,122,522,4329,3757,12,547,8,33,271,235,,
2009,"Pittsburgh, PA",312232,3087,39,116,1565,1367,12,989,12,37,501,438,,
2009,"Portland, OR",560908,3105,19,252,1797,1037,12,554,3,45,320,185,,
2009,"Prince George's County, MD",636662,5338,86,197,2421,2634,12,838,14,31,380,414,,
2009,"Raleigh, NC",406005,2001,14,99,1056,832,12,493,3,24,260,205,,
2009,"Sacramento, CA",470308,4165,30,179,2350,1606,12,886,6,38,500,341,,
2009,"Salt Lake City, UT",180724,1284,3,103,767,411,12,710,2,57,424,227,,
2009,"San Antonio, TX",1373936,7844,99,628,4434,2683,12,571,7,46,323,195,,
2009,"San Diego, CA",1314773,5931,41,318,3667,1905,12,451,3,24,279,145,,
2009,"San Francisco, CA",809755,5957,45,179,2310,3423,12,736,6,22,285,423,,
2009,"San Jose, CA",954009,3439,28,258,2128,1025,12,360,3,27,223,107,,
2009,"Seattle, WA",602531,3861,22,102,1945,1792,12,641,4,17,323,297,,
2009,"St. Louis, MO",355208,7353,143,250,4239,2721,12,2070,40,70,1193,766,,
2009,"Suffolk County, NY",1351235,2267,32,62,1213,960,12,168,2,5,90,71,,
2009,"Tampa, FL",345233,2597,20,80,1588,909,12,752,6,23,460,263,,
2009,"Tucson, AZ",547981,3560,35,204,2075,1246,12,650,6,37,379,227,,
2009,"Tulsa, OK",384851,4295,68,254,2856,1117,12,1116,18,66,742,290,,
2009,"Virginia Beach, VA",436175,896,19,66,363,448,12,205,4,15,83,103,,
2009,"Washington, DC",599657,7587,144,150,3295,3998,12,1265,24,25,549,667,,
2009,"Wichita, KS",367635,3255,25,262,2441,527,12,885,7,71,664,143,,
2010,"Albuquerque, NM",545852,4291,42,338,2971,940,12,786,8,62,544,172,,
2010,"Arlington, TX",365438,1925,16,119,1258,532,12,527,4,33,344,146,,
2010,"Atlanta, GA",420003,5749,93,89,3405,2162,12,1369,22,21,811,515,,
2010,"Aurora, CO",325078,1449,24,181,737,507,12,446,7,56,227,156,,
2010,"Austin, TX",790390,3790,38,265,2256,1231,12,480,5,34,285,156,,
2010,"Baltimore County, MD",805029,4305,20,126,2824,1335,12,535,2,16,351,166,,
2010,"Baltimore, MD",620961,9316,223,265,5492,3336,12,1500,36,43,884,537,,
2010,"Boston, MA",617594,5819,73,256,3564,1926,12,942,12,41,577,312,,
2010,"Buffalo, NY",261310,3599,55,157,1921,1466,12,1377,21,60,735,561,,
2010,"Charlotte, NC",779541,4891,61,239,2796,1795,12,627,8,31,359,230,,
2010,"Chicago, IL",2695598,29774,432,1372,13757,14213,12,1105,16,51,510,527,,
2010,"Cincinnati, OH",296943,3615,68,236,1194,2117,12,1217,23,79,402,713,,
2010,"Cleveland, OH",396815,5529,81,344,1923,3181,12,1393,20,87,485,802,,
2010,"Columbus, OH",787033,5472,95,574,1434,3369,12,695,12,73,182,428,,
2010,"Dallas, TX",1197816,9161,148,505,4021,4487,12,765,12,42,336,375,,
2010,"Denver, CO",600158,3387,28,371,2045,943,12,564,5,62,341,157,,
2010,"Detroit, MI",713777,16973,310,403,10721,5539,12,2378,43,56,1502,776,,
2010,"El Paso, TX",649121,2861,5,179,2198,479,12,441,1,28,339,74,,
2010,"Fairfax County, VA",1042747,971,23,127,438,383,12,93,2,12,42,37,,
2010,"Fort Worth, TX",741206,4301,63,325,2583,1330,12,580,8,44,348,179,,
2010,"Fresno, CA",494665,3034,45,70,1898,1021,12,613,9,14,384,206,,
2010,"Honolulu, HI",953297,2548,19,218,1420,891,12,267,2,23,149,93,,
2010,"Houston, TX",2099451,22491,269,712,12061,9449,12,1071,13,34,574,450,,
2010,"Indianapolis, IN",831388,9646,92,461,5726,3367,12,1160,11,55,689,405,,
2010,"Jacksonville, FL",823209,5469,80,316,3380,1693,12,664,10,38,411,206,,
2010,"Kansas City, MO",459787,5643,102,241,3629,1671,12,1227,22,52,789,363,,
2010,"Las Vegas, NV",1446280,12648,107,652,7886,4003,12,875,7,45,545,277,,
2010,"Long Beach, CA",462257,2720,32,134,1352,1202,12,588,7,29,292,260,,
2010,"Los Angeles County, CA",1057426,6497,86,208,4433,1770,12,614,8,20,419,167,,
2010,"Los Angeles, CA",3792621,21484,293,923,9344,10924,12,566,8,24,246,288,,
2010,"Louisville, KY",660582,3734,52,229,1850,1603,12,565,8,35,280,243,,
2010,"Memphis, TN",646889,10401,89,433,6642,3237,12,1608,14,67,1027,500,,
2010,"Mesa, AZ",439041,1790,15,124,1140,511,12,408,3,28,260,116,,
2010,"Miami-Dade County, FL",1109589,6927,87,252,4806,1782,12,624,8,23,433,161,,
2010,"Miami, FL",399457,4879,68,46,2909,1856,12,1221,17,12,728,465,,
2010,"Milwaukee, WI",594833,6336,95,196,3102,2943,12,1065,16,33,521,495,,
2010,"Minneapolis, MN",382578,4064,37,438,1993,1596,12,1062,10,114,521,417,,
2010,"Montgomery County, MD",953109,1699,16,119,653,911,12,178,2,12,69,96,,
2010,"Nashville, TN",605009,6802,55,332,4613,1802,12,1124,9,55,762,298,,
2010,"Nassau County, NY",1049589,1496,15,70,739,672,12,143,1,7,70,64,,
2010,"New Orleans, LA",343829,2593,175,144,1321,953,12,754,51,42,384,277,,
2010,"New York City, NY",8175133,48489,536,1036,27309,19608,12,593,7,13,334,240,,
2010,"Newark, NJ",277140,2885,90,79,1112,1604,12,1041,32,29,401,579,,
2010,"Oakland, CA",390724,6267,90,318,2942,2917,12,1604,23,81,753,747,,
2010,"Oklahoma City, OK",579999,5304,54,340,3798,1112,12,914,9,59,655,192,,
2010,"Omaha, NE",408958,2274,34,205,1312,723,12,556,8,50,321,177,,
2010,"Orlando, FL",238300,2574,18,113,1771,672,12,1080,8,47,743,282,,
2010,"Philadelphia, PA",1526006,18535,306,945,8921,8363,12,1215,20,62,585,548,,
2010,"Phoenix, AZ",1445632,8001,116,522,4113,3250,12,553,8,36,285,225,,
2010,"Pittsburgh, PA",307630,2810,55,66,1499,1190,12,913,18,21,487,387,,
2010,"Portland, OR",583776,3051,22,230,1794,1005,12,523,4,39,307,172,,
2010,"Prince George's County, MD",658600,4941,81,169,2219,2472,12,750,12,26,337,375,,
2010,"Raleigh, NC",403892,1740,14,99,984,643,12,431,3,25,244,159,,
2010,"Sacramento, CA",466488,4112,33,165,2423,1491,12,881,7,35,519,320,,
2010,"Salt Lake City, UT",186440,1294,8,147,780,359,12,694,4,79,418,193,,
2010,"San Antonio, TX",1327407,8434,79,467,5528,2360,12,635,6,35,416,178,,
2010,"San Diego, CA",1307402,5616,29,300,3651,1636,12,430,2,23,279,125,,
2010,"San Francisco, CA",805235,5747,48,133,2386,3180,12,714,6,17,296,395,,
2010,"San Jose, CA",945942,3215,20,253,1966,976,12,340,2,27,208,103,,
2010,"Seattle, WA",608660,3515,19,96,1971,1429,12,578,3,16,324,235,,
2010,"St. Louis, MO",319294,6205,144,188,3748,2125,12,1943,45,59,1174,666,,
2010,"Suffolk County, NY",1333471,2031,50,55,1112,814,12,152,4,4,83,61,,
2010,"Tampa, FL",335709,2170,27,47,1412,684,12,646,8,14,421,204,,
2010,"Tucson, AZ",520116,3331,51,158,2034,1088,12,640,10,30,391,209,,
2010,"Tulsa, OK",391906,4304,54,252,2617,1381,12,1098,14,64,668,352,,
2010,"Virginia Beach, VA",437994,831,14,53,335,429,12,190,3,12,76,98,,
2010,"Washington, DC",601723,7468,132,184,3238,3914,12,1241,22,31,538,650,,
2010,"Wichita, KS",382368,3038,16,251,2290,481,12,795,4,66,599,126,,
2011,"Albuquerque, NM",551961,4210,38,264,2910,998,12,763,7,48,527,181,,
2011,"Arlington, TX",373128,1874,22,136,1176,540,12,502,6,36,315,145,,
2011,"Atlanta, GA",425533,6097,88,148,3518,2343,12,1433,21,35,827,551,,
2011,"Aurora, CO",330740,1460,12,187,754,507,12,441,4,57,228,153,,
2011,"Austin, TX",807022,3470,27,211,2126,1106,12,430,3,26,263,137,,
2011,"Baltimore County, MD",812661,4250,30,142,2627,1451,12,523,4,17,323,179,,
2011,"Baltimore, MD",626848,8886,197,341,4891,3457,12,1418,31,54,780,551,,
2011,"Boston, MA",621359,5252,63,271,3014,1904,12,845,10,44,485,306,,
2011,"Buffalo, NY",262484,3250,36,121,1634,1459,12,1238,14,46,623,556,,
2011,"Charlotte, NC",789478,4787,56,218,2901,1612,12,606,7,28,367,204,,
2011,"Chicago, IL",2703713,28273,431,1459,12408,13975,12,1046,16,54,459,517,,
2011,"Cincinnati, OH",297160,3076,61,190,1050,1775,12,1035,21,64,353,597,,
2011,"Cleveland, OH",397106,5431,74,356,1844,3157,12,1368,19,90,464,795,,
2011,"Columbus, OH",787609,5228,87,594,1296,3251,12,664,11,75,165,413,,
2011,"Dallas, TX",1223021,8330,133,428,3703,4066,12,681,11,35,303,332,,
2011,"Denver, CO",610612,3718,37,396,2142,1143,12,609,6,65,351,187,,
2011,"Detroit, MI",713239,15254,344,426,9508,4976,12,2139,48,60,1333,698,,
2011,"El Paso, TX",662780,2858,16,217,2161,464,12,431,2,33,326,70,,
2011,"Fairfax County, VA",1055204,918,11,100,385,422,12,87,1,9,36,40,,
2011,"Fort Worth, TX",756803,4579,51,354,2907,1267,12,605,7,47,384,167,,
2011,"Fresno, CA",500480,2915,35,51,1809,1020,12,582,7,10,361,204,,
2011,"Honolulu, HI",963465,2370,14,203,1332,821,12,246,1,21,138,85,,
2011,"Houston, TX",2143628,20892,198,771,11869,8054,12,975,9,36,554,376,,
2011,"Indianapolis, IN",833024,9170,96,435,5267,3372,12,1101,12,52,632,405,,
2011,"Jacksonville, FL",834429,5182,71,350,3183,1578,12,621,9,42,381,189,,
2011,"Kansas City, MO",461458,5555,108,272,3504,1671,12,1204,23,59,759,362,,
2011,"Las Vegas, NV",1458474,10813,82,651,6587,3493,12,741,6,45,452,240,,
2011,"Long Beach, CA",467691,2857,25,112,1400,1320,12,611,5,24,299,282,,
2011,"Los Angeles County, CA",1069854,5595,88,165,3858,1484,12,523,8,15,361,139,,
2011,"Los Angeles, CA",3837207,20045,297,828,8843,10077,12,522,8,22,230,263,,
2011,"Louisville, KY",665152,4086,48,227,2168,1643,12,614,7,34,326,247,,
2011,"Memphis, TN",652725,10338,117,406,6732,3083,12,1584,18,62,1031,472,,
2011,"Mesa, AZ",445256,1837,17,131,1192,497,12,413,4,29,268,112,,
2011,"Miami-Dade County, FL",1124714,6913,90,311,4664,1848,12,615,8,28,415,164,,
2011,"Miami, FL",404901,4849,68,96,2683,2002,12,1198,17,24,663,494,,
2011,"Milwaukee, WI",597426,6637,86,205,3255,3091,12,1111,14,34,545,517,,
2011,"Minneapolis, MN",385531,3722,32,386,1715,1589,12,965,8,100,445,412,,
2011,"Montgomery County, MD",962146,1618,15,112,651,840,12,168,2,12,68,87,,
2011,"Nashville, TN",612789,7253,50,387,4927,1889,12,1184,8,63,804,308,,
2011,"Nassau County, NY",1054208,1459,7,44,695,713,12,138,1,4,66,68,,
2011,"New Orleans, LA",346974,2748,200,163,1326,1059,12,792,58,47,382,305,,
2011,"New York City, NY",8211875,51209,515,1092,29829,19773,12,624,6,13,363,241,,
2011,"Newark, NJ",278064,3243,94,58,1114,1977,12,1166,34,21,401,711,,
2011,"Oakland, CA",395317,6652,104,202,2981,3365,12,1683,26,51,754,851,,
2011,"Oklahoma City, OK",586208,5108,58,277,3541,1232,12,871,10,47,604,210,,
2011,"Omaha, NE",412608,2309,43,220,1350,696,12,560,10,53,327,169,,
